zip,Zipcode name,City,State,County Name
54405,"ABBOTSFORD, WI",ABBOTSFORD,WI,CLARK
54101,"ABRAMS, WI",ABRAMS,WI,OCONTO
53910,"ADAMS, WI",ADAMS,WI,ADAMS
53001,"ADELL, WI",ADELL,WI,SHEBOYGAN
53501,"AFTON, WI",AFTON,WI,ROCK
53502,"ALBANY, WI",ALBANY,WI,GREEN
54201,"ALGOMA, WI",ALGOMA,WI,KEWAUNEE
53002,"ALLENTON, WI",ALLENTON,WI,WASHINGTON
54610,"ALMA, WI",ALMA,WI,BUFFALO
54611,"ALMA CENTER, WI",ALMA CENTER,WI,JACKSON
54805,"ALMENA, WI",ALMENA,WI,BARRON
54909,"ALMOND, WI",ALMOND,WI,PORTAGE
54720,"ALTOONA, WI",ALTOONA,WI,EAU CLAIRE
54102,"AMBERG, WI",AMBERG,WI,MARINETTE
54001,"AMERY, WI",AMERY,WI,POLK
54406,"AMHERST, WI",AMHERST,WI,PORTAGE
54407,"AMHERST JUNCTION, WI",AMHERST JUNCTION,WI,PORTAGE
54408,"ANIWA, WI",ANIWA,WI,MARATHON
54409,"ANTIGO, WI",ANTIGO,WI,LANGLADE
54911,"APPLETON, WI",APPLETON,WI,OUTAGAMIE
54912,"APPLETON, WI",APPLETON,WI,OUTAGAMIE
54913,"APPLETON, WI",APPLETON,WI,OUTAGAMIE
54914,"APPLETON, WI",APPLETON,WI,OUTAGAMIE
54915,"APPLETON, WI",APPLETON,WI,OUTAGAMIE
54919,"APPLETON, WI",APPLETON,WI,OUTAGAMIE
54612,"ARCADIA, WI",ARCADIA,WI,TREMPEALEAU
53503,"ARENA, WI",ARENA,WI,IOWA
54511,"ARGONNE, WI",ARGONNE,WI,FOREST
53504,"ARGYLE, WI",ARGYLE,WI,LAFAYETTE
54721,"ARKANSAW, WI",ARKANSAW,WI,PEPIN
54613,"ARKDALE, WI",ARKDALE,WI,ADAMS
53911,"ARLINGTON, WI",ARLINGTON,WI,COLUMBIA
54103,"ARMSTRONG CREEK, WI",ARMSTRONG CREEK,WI,FOREST
54410,"ARPIN, WI",ARPIN,WI,WOOD
53003,"ASHIPPUN, WI",ASHIPPUN,WI,DODGE
54806,"ASHLAND, WI",ASHLAND,WI,ASHLAND
54104,"ATHELSTANE, WI",ATHELSTANE,WI,MARINETTE
54411,"ATHENS, WI",ATHENS,WI,MARATHON
54412,"AUBURNDALE, WI",AUBURNDALE,WI,WOOD
54722,"AUGUSTA, WI",AUGUSTA,WI,EAU CLAIRE
53505,"AVALON, WI",AVALON,WI,ROCK
53506,"AVOCA, WI",AVOCA,WI,IOWA
54413,"BABCOCK, WI",BABCOCK,WI,WOOD
53801,"BAGLEY, WI",BAGLEY,WI,GRANT
54202,"BAILEYS HARBOR, WI",BAILEYS HARBOR,WI,DOOR
54002,"BALDWIN, WI",BALDWIN,WI,SAINT CROIX
54810,"BALSAM LAKE, WI",BALSAM LAKE,WI,POLK
54921,"BANCROFT, WI",BANCROFT,WI,PORTAGE
54614,"BANGOR, WI",BANGOR,WI,LA CROSSE
53913,"BARABOO, WI",BARABOO,WI,SAUK
53507,"BARNEVELD, WI",BARNEVELD,WI,IOWA
54812,"BARRON, WI",BARRON,WI,BARRON
54813,"BARRONETT, WI",BARRONETT,WI,BARRON
53101,"BASSETT, WI",BASSETT,WI,KENOSHA
54723,"BAY CITY, WI",BAY CITY,WI,PIERCE
54814,"BAYFIELD, WI",BAYFIELD,WI,BAYFIELD
54922,"BEAR CREEK, WI",BEAR CREEK,WI,OUTAGAMIE
53916,"BEAVER DAM, WI",BEAVER DAM,WI,DODGE
53802,"BEETOWN, WI",BEETOWN,WI,GRANT
54003,"BELDENVILLE, WI",BELDENVILLE,WI,PIERCE
53004,"BELGIUM, WI",BELGIUM,WI,OZAUKEE
53508,"BELLEVILLE, WI",BELLEVILLE,WI,DANE
53510,"BELMONT, WI",BELMONT,WI,LAFAYETTE
53511,"BELOIT, WI",BELOIT,WI,ROCK
53512,"BELOIT, WI",BELOIT,WI,ROCK
53102,"BENET LAKE, WI",BENET LAKE,WI,KENOSHA
54816,"BENOIT, WI",BENOIT,WI,BAYFIELD
53803,"BENTON, WI",BENTON,WI,LAFAYETTE
54923,"BERLIN, WI",BERLIN,WI,GREEN LAKE
53103,"BIG BEND, WI",BIG BEND,WI,WAUKESHA
54926,"BIG FALLS, WI",BIG FALLS,WI,WAUPACA
54817,"BIRCHWOOD, WI",BIRCHWOOD,WI,WASHBURN
54414,"BIRNAMWOOD, WI",BIRNAMWOOD,WI,SHAWANO
54106,"BLACK CREEK, WI",BLACK CREEK,WI,OUTAGAMIE
53515,"BLACK EARTH, WI",BLACK EARTH,WI,DANE
54615,"BLACK RIVER FALLS, WI",BLACK RIVER FALLS,WI,JACKSON
54616,"BLAIR, WI",BLAIR,WI,TREMPEALEAU
53516,"BLANCHARDVILLE, WI",BLANCHARDVILLE,WI,LAFAYETTE
54415,"BLENKER, WI",BLENKER,WI,WOOD
54724,"BLOOMER, WI",BLOOMER,WI,CHIPPEWA
53804,"BLOOMINGTON, WI",BLOOMINGTON,WI,GRANT
53517,"BLUE MOUNDS, WI",BLUE MOUNDS,WI,DANE
53518,"BLUE RIVER, WI",BLUE RIVER,WI,GRANT
54107,"BONDUEL, WI",BONDUEL,WI,SHAWANO
53805,"BOSCOBEL, WI",BOSCOBEL,WI,GRANT
54512,"BOULDER JUNCTION, WI",BOULDER JUNCTION,WI,VILAS
54416,"BOWLER, WI",BOWLER,WI,SHAWANO
54725,"BOYCEVILLE, WI",BOYCEVILLE,WI,DUNN
54726,"BOYD, WI",BOYD,WI,CHIPPEWA
53919,"BRANDON, WI",BRANDON,WI,FOND DU LAC
54513,"BRANTWOOD, WI",BRANTWOOD,WI,PRICE
53920,"BRIGGSVILLE, WI",BRIGGSVILLE,WI,MARQUETTE
54818,"BRILL, WI",BRILL,WI,BARRON
54110,"BRILLION, WI",BRILLION,WI,CALUMET
53104,"BRISTOL, WI",BRISTOL,WI,KENOSHA
53520,"BRODHEAD, WI",BRODHEAD,WI,GREEN
54417,"BROKAW, WI",BROKAW,WI,MARATHON
53005,"BROOKFIELD, WI",BROOKFIELD,WI,WAUKESHA
53008,"BROOKFIELD, WI",BROOKFIELD,WI,WAUKESHA
53045,"BROOKFIELD, WI",BROOKFIELD,WI,WAUKESHA
53521,"BROOKLYN, WI",BROOKLYN,WI,GREEN
53006,"BROWNSVILLE, WI",BROWNSVILLE,WI,DODGE
53522,"BROWNTOWN, WI",BROWNTOWN,WI,GREEN
54819,"BRUCE, WI",BRUCE,WI,RUSK
54820,"BRULE, WI",BRULE,WI,DOUGLAS
54204,"BRUSSELS, WI",BRUSSELS,WI,DOOR
54418,"BRYANT, WI",BRYANT,WI,LANGLADE
53105,"BURLINGTON, WI",BURLINGTON,WI,RACINE
53922,"BURNETT, WI",BURNETT,WI,DODGE
53007,"BUTLER, WI",BUTLER,WI,WAUKESHA
54927,"BUTTE DES MORTS, WI",BUTTE DES MORTS,WI,WINNEBAGO
54514,"BUTTERNUT, WI",BUTTERNUT,WI,ASHLAND
54821,"CABLE, WI",CABLE,WI,BAYFIELD
54727,"CADOTT, WI",CADOTT,WI,CHIPPEWA
53108,"CALEDONIA, WI",CALEDONIA,WI,RACINE
53923,"CAMBRIA, WI",CAMBRIA,WI,COLUMBIA
53523,"CAMBRIDGE, WI",CAMBRIDGE,WI,DANE
54822,"CAMERON, WI",CAMERON,WI,BARRON
54618,"CAMP DOUGLAS, WI",CAMP DOUGLAS,WI,JUNEAU
53109,"CAMP LAKE, WI",CAMP LAKE,WI,KENOSHA
53010,"CAMPBELLSPORT, WI",CAMPBELLSPORT,WI,FOND DU LAC
54928,"CAROLINE, WI",CAROLINE,WI,SHAWANO
53011,"CASCADE, WI",CASCADE,WI,SHEBOYGAN
54205,"CASCO, WI",CASCO,WI,KEWAUNEE
54619,"CASHTON, WI",CASHTON,WI,MONROE
53806,"CASSVILLE, WI",CASSVILLE,WI,GRANT
54515,"CATAWBA, WI",CATAWBA,WI,PRICE
53924,"CAZENOVIA, WI",CAZENOVIA,WI,RICHLAND
54111,"CECIL, WI",CECIL,WI,SHAWANO
53013,"CEDAR GROVE, WI",CEDAR GROVE,WI,SHEBOYGAN
53012,"CEDARBURG, WI",CEDARBURG,WI,OZAUKEE
54824,"CENTURIA, WI",CENTURIA,WI,POLK
54621,"CHASEBURG, WI",CHASEBURG,WI,VERNON
54728,"CHETEK, WI",CHETEK,WI,BARRON
54420,"CHILI, WI",CHILI,WI,CLARK
53014,"CHILTON, WI",CHILTON,WI,CALUMET
54729,"CHIPPEWA FALLS, WI",CHIPPEWA FALLS,WI,CHIPPEWA
54517,"CLAM LAKE, WI",CLAM LAKE,WI,ASHLAND
54004,"CLAYTON, WI",CLAYTON,WI,POLK
54005,"CLEAR LAKE, WI",CLEAR LAKE,WI,POLK
53015,"CLEVELAND, WI",CLEVELAND,WI,MANITOWOC
53525,"CLINTON, WI",CLINTON,WI,ROCK
54929,"CLINTONVILLE, WI",CLINTONVILLE,WI,WAUPACA
53016,"CLYMAN, WI",CLYMAN,WI,DODGE
53526,"COBB, WI",COBB,WI,IOWA
54622,"COCHRANE, WI",COCHRANE,WI,BUFFALO
54421,"COLBY, WI",COLBY,WI,CLARK
54112,"COLEMAN, WI",COLEMAN,WI,MARINETTE
54730,"COLFAX, WI",COLFAX,WI,DUNN
53017,"COLGATE, WI",COLGATE,WI,WASHINGTON
54207,"COLLINS, WI",COLLINS,WI,MANITOWOC
54930,"COLOMA, WI",COLOMA,WI,WAUSHARA
53925,"COLUMBUS, WI",COLUMBUS,WI,COLUMBIA
54113,"COMBINED LOCKS, WI",COMBINED LOCKS,WI,OUTAGAMIE
54826,"COMSTOCK, WI",COMSTOCK,WI,BARRON
54519,"CONOVER, WI",CONOVER,WI,VILAS
54731,"CONRATH, WI",CONRATH,WI,RUSK
54623,"COON VALLEY, WI",COON VALLEY,WI,VERNON
54732,"CORNELL, WI",CORNELL,WI,CHIPPEWA
54827,"CORNUCOPIA, WI",CORNUCOPIA,WI,BAYFIELD
53527,"COTTAGE GROVE, WI",COTTAGE GROVE,WI,DANE
54828,"COUDERAY, WI",COUDERAY,WI,SAWYER
54520,"CRANDON, WI",CRANDON,WI,FOREST
54114,"CRIVITZ, WI",CRIVITZ,WI,MARINETTE
53528,"CROSS PLAINS, WI",CROSS PLAINS,WI,DANE
53807,"CUBA CITY, WI",CUBA CITY,WI,GRANT
53110,"CUDAHY, WI",CUDAHY,WI,MILWAUKEE
54829,"CUMBERLAND, WI",CUMBERLAND,WI,BARRON
54422,"CURTISS, WI",CURTISS,WI,CLARK
54006,"CUSHING, WI",CUSHING,WI,POLK
54423,"CUSTER, WI",CUSTER,WI,PORTAGE
54931,"DALE, WI",DALE,WI,OUTAGAMIE
54733,"DALLAS, WI",DALLAS,WI,BARRON
53926,"DALTON, WI",DALTON,WI,GREEN LAKE
54830,"DANBURY, WI",DANBURY,WI,BURNETT
53529,"DANE, WI",DANE,WI,DANE
53114,"DARIEN, WI",DARIEN,WI,WALWORTH
53530,"DARLINGTON, WI",DARLINGTON,WI,LAFAYETTE
53532,"DE FOREST, WI",DE FOREST,WI,DANE
54115,"DE PERE, WI",DE PERE,WI,BROWN
54624,"DE SOTO, WI",DE SOTO,WI,VERNON
54007,"DEER PARK, WI",DEER PARK,WI,SAINT CROIX
54424,"DEERBROOK, WI",DEERBROOK,WI,LANGLADE
53531,"DEERFIELD, WI",DEERFIELD,WI,DANE
53018,"DELAFIELD, WI",DELAFIELD,WI,WAUKESHA
53115,"DELAVAN, WI",DELAVAN,WI,WALWORTH
53927,"DELLWOOD, WI",DELLWOOD,WI,ADAMS
54208,"DENMARK, WI",DENMARK,WI,BROWN
53808,"DICKEYVILLE, WI",DICKEYVILLE,WI,GRANT
54625,"DODGE, WI",DODGE,WI,TREMPEALEAU
53533,"DODGEVILLE, WI",DODGEVILLE,WI,IOWA
53595,"DODGEVILLE, WI",DODGEVILLE,WI,IOWA
54425,"DORCHESTER, WI",DORCHESTER,WI,CLARK
53118,"DOUSMAN, WI",DOUSMAN,WI,WAUKESHA
54734,"DOWNING, WI",DOWNING,WI,DUNN
54735,"DOWNSVILLE, WI",DOWNSVILLE,WI,DUNN
53928,"DOYLESTOWN, WI",DOYLESTOWN,WI,COLUMBIA
54009,"DRESSER, WI",DRESSER,WI,POLK
54832,"DRUMMOND, WI",DRUMMOND,WI,BAYFIELD
54119,"DUNBAR, WI",DUNBAR,WI,MARINETTE
54736,"DURAND, WI",DURAND,WI,PEPIN
53119,"EAGLE, WI",EAGLE,WI,WAUKESHA
54521,"EAGLE RIVER, WI",EAGLE RIVER,WI,VILAS
54010,"EAST ELLSWORTH, WI",EAST ELLSWORTH,WI,PIERCE
53120,"EAST TROY, WI",EAST TROY,WI,WALWORTH
54626,"EASTMAN, WI",EASTMAN,WI,CRAWFORD
54701,"EAU CLAIRE, WI",EAU CLAIRE,WI,EAU CLAIRE
54702,"EAU CLAIRE, WI",EAU CLAIRE,WI,EAU CLAIRE
54703,"EAU CLAIRE, WI",EAU CLAIRE,WI,EAU CLAIRE
54737,"EAU GALLE, WI",EAU GALLE,WI,DUNN
53019,"EDEN, WI",EDEN,WI,FOND DU LAC
54426,"EDGAR, WI",EDGAR,WI,MARATHON
53534,"EDGERTON, WI",EDGERTON,WI,ROCK
53535,"EDMUND, WI",EDMUND,WI,IOWA
54209,"EGG HARBOR, WI",EGG HARBOR,WI,DOOR
54427,"ELAND, WI",ELAND,WI,MARATHON
54428,"ELCHO, WI",ELCHO,WI,LANGLADE
54429,"ELDERON, WI",ELDERON,WI,MARATHON
54932,"ELDORADO, WI",ELDORADO,WI,FOND DU LAC
54738,"ELEVA, WI",ELEVA,WI,TREMPEALEAU
54739,"ELK MOUND, WI",ELK MOUND,WI,DUNN
53020,"ELKHART LAKE, WI",ELKHART LAKE,WI,SHEBOYGAN
53121,"ELKHORN, WI",ELKHORN,WI,WALWORTH
54210,"ELLISON BAY, WI",ELLISON BAY,WI,DOOR
54011,"ELLSWORTH, WI",ELLSWORTH,WI,PIERCE
53122,"ELM GROVE, WI",ELM GROVE,WI,WAUKESHA
54740,"ELMWOOD, WI",ELMWOOD,WI,PIERCE
53929,"ELROY, WI",ELROY,WI,JUNEAU
54430,"ELTON, WI",ELTON,WI,LANGLADE
54933,"EMBARRASS, WI",EMBARRASS,WI,WAUPACA
53930,"ENDEAVOR, WI",ENDEAVOR,WI,MARQUETTE
54211,"EPHRAIM, WI",EPHRAIM,WI,DOOR
54627,"ETTRICK, WI",ETTRICK,WI,TREMPEALEAU
54934,"EUREKA, WI",EUREKA,WI,WINNEBAGO
53536,"EVANSVILLE, WI",EVANSVILLE,WI,ROCK
54835,"EXELAND, WI",EXELAND,WI,SAWYER
54741,"FAIRCHILD, WI",FAIRCHILD,WI,EAU CLAIRE
53931,"FAIRWATER, WI",FAIRWATER,WI,FOND DU LAC
54742,"FALL CREEK, WI",FALL CREEK,WI,EAU CLAIRE
53932,"FALL RIVER, WI",FALL RIVER,WI,COLUMBIA
54120,"FENCE, WI",FENCE,WI,FLORENCE
53809,"FENNIMORE, WI",FENNIMORE,WI,GRANT
54628,"FERRYVILLE, WI",FERRYVILLE,WI,CRAWFORD
54524,"FIFIELD, WI",FIFIELD,WI,PRICE
54212,"FISH CREEK, WI",FISH CREEK,WI,DOOR
54121,"FLORENCE, WI",FLORENCE,WI,FLORENCE
54935,"FOND DU LAC, WI",FOND DU LAC,WI,FOND DU LAC
54936,"FOND DU LAC, WI",FOND DU LAC,WI,FOND DU LAC
54937,"FOND DU LAC, WI",FOND DU LAC,WI,FOND DU LAC
53125,"FONTANA, WI",FONTANA,WI,WALWORTH
53537,"FOOTVILLE, WI",FOOTVILLE,WI,ROCK
54123,"FOREST JUNCTION, WI",FOREST JUNCTION,WI,CALUMET
54213,"FORESTVILLE, WI",FORESTVILLE,WI,DOOR
53538,"FORT ATKINSON, WI",FORT ATKINSON,WI,JEFFERSON
54629,"FOUNTAIN CITY, WI",FOUNTAIN CITY,WI,BUFFALO
53933,"FOX LAKE, WI",FOX LAKE,WI,DODGE
54836,"FOXBORO, WI",FOXBORO,WI,DOUGLAS
54214,"FRANCIS CREEK, WI",FRANCIS CREEK,WI,MANITOWOC
53132,"FRANKLIN, WI",FRANKLIN,WI,MILWAUKEE
53126,"FRANKSVILLE, WI",FRANKSVILLE,WI,RACINE
54837,"FREDERIC, WI",FREDERIC,WI,POLK
53021,"FREDONIA, WI",FREDONIA,WI,OZAUKEE
54131,"FREEDOM, WI",FREEDOM,WI,OUTAGAMIE
54940,"FREMONT, WI",FREMONT,WI,WAUPACA
53934,"FRIENDSHIP, WI",FRIENDSHIP,WI,ADAMS
53935,"FRIESLAND, WI",FRIESLAND,WI,COLUMBIA
54630,"GALESVILLE, WI",GALESVILLE,WI,TREMPEALEAU
54631,"GAYS MILLS, WI",GAYS MILLS,WI,CRAWFORD
53127,"GENESEE DEPOT, WI",GENESEE DEPOT,WI,WAUKESHA
54632,"GENOA, WI",GENOA,WI,VERNON
53128,"GENOA CITY, WI",GENOA CITY,WI,WALWORTH
53022,"GERMANTOWN, WI",GERMANTOWN,WI,WASHINGTON
54525,"GILE, WI",GILE,WI,IRON
54124,"GILLETT, WI",GILLETT,WI,OCONTO
54433,"GILMAN, WI",GILMAN,WI,TAYLOR
54743,"GILMANTON, WI",GILMANTON,WI,BUFFALO
54435,"GLEASON, WI",GLEASON,WI,LINCOLN
54526,"GLEN FLORA, WI",GLEN FLORA,WI,RUSK
53810,"GLEN HAVEN, WI",GLEN HAVEN,WI,GRANT
53023,"GLENBEULAH, WI",GLENBEULAH,WI,SHEBOYGAN
54013,"GLENWOOD CITY, WI",GLENWOOD CITY,WI,SAINT CROIX
54527,"GLIDDEN, WI",GLIDDEN,WI,ASHLAND
54125,"GOODMAN, WI",GOODMAN,WI,MARINETTE
54838,"GORDON, WI",GORDON,WI,DOUGLAS
53540,"GOTHAM, WI",GOTHAM,WI,RICHLAND
53024,"GRAFTON, WI",GRAFTON,WI,OZAUKEE
53936,"GRAND MARSH, WI",GRAND MARSH,WI,ADAMS
54436,"GRANTON, WI",GRANTON,WI,CLARK
54840,"GRANTSBURG, WI",GRANTSBURG,WI,BURNETT
53541,"GRATIOT, WI",GRATIOT,WI,LAFAYETTE
54301,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54302,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54303,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54304,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54305,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54306,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54307,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54308,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54311,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54313,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54324,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54344,"GREEN BAY, WI",GREEN BAY,WI,BROWN
54941,"GREEN LAKE, WI",GREEN LAKE,WI,GREEN LAKE
54127,"GREEN VALLEY, WI",GREEN VALLEY,WI,SHAWANO
53026,"GREENBUSH, WI",GREENBUSH,WI,SHEBOYGAN
53129,"GREENDALE, WI",GREENDALE,WI,MILWAUKEE
54126,"GREENLEAF, WI",GREENLEAF,WI,BROWN
54942,"GREENVILLE, WI",GREENVILLE,WI,OUTAGAMIE
54437,"GREENWOOD, WI",GREENWOOD,WI,CLARK
54128,"GRESHAM, WI",GRESHAM,WI,SHAWANO
54014,"HAGER CITY, WI",HAGER CITY,WI,PIERCE
53130,"HALES CORNERS, WI",HALES CORNERS,WI,MILWAUKEE
54015,"HAMMOND, WI",HAMMOND,WI,SAINT CROIX
54943,"HANCOCK, WI",HANCOCK,WI,WAUSHARA
53542,"HANOVER, WI",HANOVER,WI,ROCK
54529,"HARSHAW, WI",HARSHAW,WI,ONEIDA
53027,"HARTFORD, WI",HARTFORD,WI,WASHINGTON
53029,"HARTLAND, WI",HARTLAND,WI,WAUKESHA
54440,"HATLEY, WI",HATLEY,WI,MARATHON
54841,"HAUGEN, WI",HAUGEN,WI,BARRON
54530,"HAWKINS, WI",HAWKINS,WI,RUSK
54842,"HAWTHORNE, WI",HAWTHORNE,WI,DOUGLAS
54843,"HAYWARD, WI",HAYWARD,WI,SAWYER
53811,"HAZEL GREEN, WI",HAZEL GREEN,WI,GRANT
54531,"HAZELHURST, WI",HAZELHURST,WI,ONEIDA
54532,"HEAFFORD JUNCTION, WI",HEAFFORD JUNCTION,WI,LINCOLN
53137,"HELENVILLE, WI",HELENVILLE,WI,JEFFERSON
54844,"HERBSTER, WI",HERBSTER,WI,BAYFIELD
54441,"HEWITT, WI",HEWITT,WI,WOOD
54846,"HIGH BRIDGE, WI",HIGH BRIDGE,WI,ASHLAND
53543,"HIGHLAND, WI",HIGHLAND,WI,IOWA
54129,"HILBERT, WI",HILBERT,WI,CALUMET
53937,"HILLPOINT, WI",HILLPOINT,WI,SAUK
54634,"HILLSBORO, WI",HILLSBORO,WI,VERNON
53031,"HINGHAM, WI",HINGHAM,WI,SHEBOYGAN
54635,"HIXTON, WI",HIXTON,WI,JACKSON
54745,"HOLCOMBE, WI",HOLCOMBE,WI,CHIPPEWA
53544,"HOLLANDALE, WI",HOLLANDALE,WI,IOWA
54636,"HOLMEN, WI",HOLMEN,WI,LA CROSSE
53138,"HONEY CREEK, WI",HONEY CREEK,WI,WALWORTH
53032,"HORICON, WI",HORICON,WI,DODGE
54944,"HORTONVILLE, WI",HORTONVILLE,WI,OUTAGAMIE
54082,"HOULTON, WI",HOULTON,WI,SAINT CROIX
53033,"HUBERTUS, WI",HUBERTUS,WI,WASHINGTON
54016,"HUDSON, WI",HUDSON,WI,SAINT CROIX
54746,"HUMBIRD, WI",HUMBIRD,WI,CLARK
54534,"HURLEY, WI",HURLEY,WI,IRON
53034,"HUSTISFORD, WI",HUSTISFORD,WI,DODGE
54637,"HUSTLER, WI",HUSTLER,WI,JUNEAU
54747,"INDEPENDENCE, WI",INDEPENDENCE,WI,TREMPEALEAU
54945,"IOLA, WI",IOLA,WI,WAUPACA
54442,"IRMA, WI",IRMA,WI,LINCOLN
54536,"IRON BELT, WI",IRON BELT,WI,IRON
53035,"IRON RIDGE, WI",IRON RIDGE,WI,DODGE
54847,"IRON RIVER, WI",IRON RIVER,WI,BAYFIELD
53036,"IXONIA, WI",IXONIA,WI,JEFFERSON
53037,"JACKSON, WI",JACKSON,WI,WASHINGTON
53545,"JANESVILLE, WI",JANESVILLE,WI,ROCK
53546,"JANESVILLE, WI",JANESVILLE,WI,ROCK
53547,"JANESVILLE, WI",JANESVILLE,WI,ROCK
53548,"JANESVILLE, WI",JANESVILLE,WI,ROCK
53549,"JEFFERSON, WI",JEFFERSON,WI,JEFFERSON
54748,"JIM FALLS, WI",JIM FALLS,WI,CHIPPEWA
53038,"JOHNSON CREEK, WI",JOHNSON CREEK,WI,JEFFERSON
53550,"JUDA, WI",JUDA,WI,GREEN
54434,"JUMP RIVER, WI",JUMP RIVER,WI,TAYLOR
54443,"JUNCTION CITY, WI",JUNCTION CITY,WI,PORTAGE
53039,"JUNEAU, WI",JUNEAU,WI,DODGE
53139,"KANSASVILLE, WI",KANSASVILLE,WI,RACINE
54130,"KAUKAUNA, WI",KAUKAUNA,WI,OUTAGAMIE
54215,"KELLNERSVILLE, WI",KELLNERSVILLE,WI,MANITOWOC
54638,"KENDALL, WI",KENDALL,WI,MONROE
54537,"KENNAN, WI",KENNAN,WI,PRICE
53140,"KENOSHA, WI",KENOSHA,WI,KENOSHA
53141,"KENOSHA, WI",KENOSHA,WI,KENOSHA
53142,"KENOSHA, WI",KENOSHA,WI,KENOSHA
53143,"KENOSHA, WI",KENOSHA,WI,KENOSHA
53144,"KENOSHA, WI",KENOSHA,WI,KENOSHA
54135,"KESHENA, WI",KESHENA,WI,MENOMINEE
53040,"KEWASKUM, WI",KEWASKUM,WI,WASHINGTON
54216,"KEWAUNEE, WI",KEWAUNEE,WI,KEWAUNEE
53042,"KIEL, WI",KIEL,WI,MANITOWOC
53812,"KIELER, WI",KIELER,WI,GRANT
54136,"KIMBERLY, WI",KIMBERLY,WI,OUTAGAMIE
54946,"KING, WI",KING,WI,WAUPACA
53939,"KINGSTON, WI",KINGSTON,WI,GREEN LAKE
54749,"KNAPP, WI",KNAPP,WI,DUNN
53044,"KOHLER, WI",KOHLER,WI,SHEBOYGAN
54137,"KRAKOW, WI",KRAKOW,WI,SHAWANO
54601,"LA CROSSE, WI",LA CROSSE,WI,LA CROSSE
54602,"LA CROSSE, WI",LA CROSSE,WI,LA CROSSE
54603,"LA CROSSE, WI",LA CROSSE,WI,LA CROSSE
54639,"LA FARGE, WI",LA FARGE,WI,VERNON
54850,"LA POINTE, WI",LA POINTE,WI,ASHLAND
53941,"LA VALLE, WI",LA VALLE,WI,SAUK
54538,"LAC DU FLAMBEAU, WI",LAC DU FLAMBEAU,WI,VILAS
54848,"LADYSMITH, WI",LADYSMITH,WI,RUSK
53940,"LAKE DELTON, WI",LAKE DELTON,WI,SAUK
53147,"LAKE GENEVA, WI",LAKE GENEVA,WI,WALWORTH
53551,"LAKE MILLS, WI",LAKE MILLS,WI,JEFFERSON
54849,"LAKE NEBAGAMON, WI",LAKE NEBAGAMON,WI,DOUGLAS
54539,"LAKE TOMAHAWK, WI",LAKE TOMAHAWK,WI,ONEIDA
54138,"LAKEWOOD, WI",LAKEWOOD,WI,OCONTO
53813,"LANCASTER, WI",LANCASTER,WI,GRANT
54540,"LAND O LAKES, WI",LAND O LAKES,WI,VILAS
53046,"LANNON, WI",LANNON,WI,WAUKESHA
54541,"LAONA, WI",LAONA,WI,FOREST
54947,"LARSEN, WI",LARSEN,WI,WINNEBAGO
53047,"LEBANON, WI",LEBANON,WI,DODGE
54139,"LENA, WI",LENA,WI,OCONTO
54948,"LEOPOLIS, WI",LEOPOLIS,WI,SHAWANO
53942,"LIME RIDGE, WI",LIME RIDGE,WI,SAUK
53553,"LINDEN, WI",LINDEN,WI,IOWA
54140,"LITTLE CHUTE, WI",LITTLE CHUTE,WI,OUTAGAMIE
54141,"LITTLE SUAMICO, WI",LITTLE SUAMICO,WI,OCONTO
53554,"LIVINGSTON, WI",LIVINGSTON,WI,GRANT
53555,"LODI, WI",LODI,WI,COLUMBIA
53943,"LOGANVILLE, WI",LOGANVILLE,WI,SAUK
53048,"LOMIRA, WI",LOMIRA,WI,DODGE
53556,"LONE ROCK, WI",LONE ROCK,WI,RICHLAND
54542,"LONG LAKE, WI",LONG LAKE,WI,FLORENCE
53557,"LOWELL, WI",LOWELL,WI,DODGE
54446,"LOYAL, WI",LOYAL,WI,CLARK
54447,"LUBLIN, WI",LUBLIN,WI,TAYLOR
54853,"LUCK, WI",LUCK,WI,POLK
54217,"LUXEMBURG, WI",LUXEMBURG,WI,KEWAUNEE
53944,"LYNDON STATION, WI",LYNDON STATION,WI,JUNEAU
53148,"LYONS, WI",LYONS,WI,WALWORTH
53701,"MADISON, WI",MADISON,WI,DANE
53702,"MADISON, WI",MADISON,WI,DANE
53703,"MADISON, WI",MADISON,WI,DANE
53704,"MADISON, WI",MADISON,WI,DANE
53705,"MADISON, WI",MADISON,WI,DANE
53706,"MADISON, WI",MADISON,WI,DANE
53707,"MADISON, WI",MADISON,WI,DANE
53708,"MADISON, WI",MADISON,WI,DANE
